path,label
/kaggle/input/garbage-classification/garbage_classification/metal/metal8.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/metal/metal200.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/metal/metal97.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass389.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic10.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic390.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic261.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass535.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic497.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass311.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/metal/metal579.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic95.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic231.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass533.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/metal/metal379.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/metal/metal289.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass64.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/metal/metal263.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/metal/metal153.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass172.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass508.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass680.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/metal/metal679.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass521.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/metal/metal19.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass551.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/metal/metal459.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass216.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/metal/metal291.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass202.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass11.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/metal/metal558.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass414.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/metal/metal477.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic182.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic736.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic175.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/metal/metal134.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic445.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic143.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic42.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass204.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/metal/metal265.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass742.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic104.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass382.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass505.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/metal/metal638.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass708.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic57.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic655.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass22.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/metal/metal28.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass73.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/metal/metal118.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic22.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/metal/metal524.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic118.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/metal/metal279.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/metal/metal496.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/metal/metal164.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/metal/metal429.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass124.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/metal/metal274.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/metal/metal744.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass699.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass379.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic277.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/metal/metal709.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/metal/metal27.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic265.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/metal/metal114.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic798.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic114.jpg,plastic
