path,label
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass549.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass398.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass437.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/metal/metal410.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic529.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic787.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic73.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/metal/metal565.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic844.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/metal/metal226.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass643.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic548.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic772.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/metal/metal203.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass145.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass491.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/metal/metal664.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass227.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass567.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/metal/metal496.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/metal/metal356.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/metal/metal458.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass599.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/metal/metal405.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass115.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/metal/metal573.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass461.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/metal/metal360.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass246.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/metal/metal274.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/metal/metal329.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass723.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/metal/metal113.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass276.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic630.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic674.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic322.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass198.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic568.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic708.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic352.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/metal/metal352.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass24.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/metal/metal753.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic490.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/metal/metal118.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/metal/metal586.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass497.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/metal/metal604.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic373.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic549.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/metal/metal433.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass337.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/metal/metal91.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass331.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic404.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass590.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic724.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass695.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass578.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass425.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass10.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/metal/metal196.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass750.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass766.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/metal/metal92.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/metal/metal288.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic758.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass510.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass178.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic82.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass431.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic637.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic58.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass415.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass369.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/metal/metal263.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass399.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass4.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass83.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic608.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic357.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic362.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/metal/metal168.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/metal/metal614.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic654.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic473.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic152.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/metal/metal704.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic288.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass670.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic341.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/metal/metal311.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic814.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/metal/metal335.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/metal/metal54.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic684.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/metal/metal531.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass114.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic205.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic687.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/metal/metal401.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic198.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/metal/metal11.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic771.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass502.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass139.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass308.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/metal/metal123.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic507.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic673.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass728.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/metal/metal56.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass269.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic694.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/metal/metal499.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic510.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/metal/metal469.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic115.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic182.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass175.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass330.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic40.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/metal/metal372.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass222.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic307.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass593.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass646.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic241.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/metal/metal519.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic535.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic20.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic416.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic861.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic628.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic391.jpg,plastic
