path,label
/kaggle/input/unsplash-random-images-collection/unsplash-images-collection/photo-1471899236350-e3016bf1e69e.jpg,not-trash
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic155.jpg,plastic
/kaggle/input/unsplash-random-images-collection/unsplash-images-collection/photo-1633209431128-b469b5640d1e.jpg,not-trash
/kaggle/input/garbage-classification/garbage_classification/metal/metal407.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic644.jpg,plastic
/kaggle/input/unsplash-random-images-collection/unsplash-images-collection/photo-1636307777550-3a5d2bdf69a1.jpg,not-trash
/kaggle/input/garbage-classification/garbage_classification/metal/metal48.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/metal/metal671.jpg,metal
/kaggle/input/unsplash-random-images-collection/unsplash-images-collection/photo-1637004253818-d3072efc73fe.jpg,not-trash
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic129.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic101.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass300.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass219.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic251.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic94.jpg,plastic
/kaggle/input/unsplash-random-images-collection/unsplash-images-collection/photo-1634644099092-734658d5e286.jpg,not-trash
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass513.jpg,white-glass
/kaggle/input/unsplash-random-images-collection/unsplash-images-collection/photo-1620028193701-8e87306bb1d7.jpg,not-trash
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass104.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass763.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic488.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass352.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/metal/metal171.jpg,metal
/kaggle/input/unsplash-random-images-collection/unsplash-images-collection/photo-1635702961556-fd45d5aed278.jpg,not-trash
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic336.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/metal/metal113.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/metal/metal222.jpg,metal
/kaggle/input/unsplash-random-images-collection/unsplash-images-collection/photo-1635994449857-0ead6ac27eb9.jpg,not-trash
/kaggle/input/unsplash-random-images-collection/unsplash-images-collection/photo-1637310929373-c21e999ffd2e.jpg,not-trash
/kaggle/input/garbage-classification/garbage_classification/metal/metal430.jpg,metal
/kaggle/input/unsplash-random-images-collection/unsplash-images-collection/photo-1637766652059-af65a50715eb.jpg,not-trash
/kaggle/input/garbage-classification/garbage_classification/metal/metal143.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/metal/metal209.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/metal/metal271.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass733.jpg,white-glass
/kaggle/input/unsplash-random-images-collection/unsplash-images-collection/photo-1634587462190-7b132897f68a.jpg,not-trash
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass291.jpg,white-glass
/kaggle/input/unsplash-random-images-collection/unsplash-images-collection/photo-1637275769153-b5fb9e5647f1.jpg,not-trash
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass766.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic27.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/metal/metal734.jpg,metal
/kaggle/input/unsplash-random-images-collection/unsplash-images-collection/photo-1461800919507-79b16743b257.jpg,not-trash
/kaggle/input/unsplash-random-images-collection/unsplash-images-collection/photo-1637722873821-3196d8c0f74f.jpg,not-trash
/kaggle/input/unsplash-random-images-collection/unsplash-images-collection/photo-1543952533-1152a7c1a39c.jpg,not-trash
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass173.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic270.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/metal/metal386.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/metal/metal453.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/metal/metal57.jpg,metal
/kaggle/input/unsplash-random-images-collection/unsplash-images-collection/photo-1471086569966-db3eebc25a59.jpg,not-trash
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass588.jpg,white-glass
/kaggle/input/unsplash-random-images-collection/unsplash-images-collection/photo-1626003252258-8f08a65d9603.jpg,not-trash
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic25.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/metal/metal238.jpg,metal
/kaggle/input/unsplash-random-images-collection/unsplash-images-collection/photo-1636649314542-9ca27f901803.jpg,not-trash
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic524.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic312.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/metal/metal309.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/metal/metal510.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic712.jpg,plastic
/kaggle/input/unsplash-random-images-collection/unsplash-images-collection/photo-1637260228557-a1a7810b991f.jpg,not-trash
/kaggle/input/unsplash-random-images-collection/unsplash-images-collection/photo-1589985269102-ff38adf6f00d.jpg,not-trash
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic34.jpg,plastic
/kaggle/input/unsplash-random-images-collection/unsplash-images-collection/photo-1633157953349-75c66213ca2f.jpg,not-trash
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic403.jpg,plastic
/kaggle/input/unsplash-random-images-collection/unsplash-images-collection/photo-1637102838597-c569a52e6597.jpg,not-trash
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic148.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/metal/metal490.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic263.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/metal/metal273.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/metal/metal111.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic511.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/metal/metal313.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/metal/metal3.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass371.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass565.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic558.jpg,plastic
/kaggle/input/unsplash-random-images-collection/unsplash-images-collection/photo-1638939674935-02c70476ea20.jpg,not-trash
/kaggle/input/garbage-classification/garbage_classification/metal/metal123.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic466.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass469.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/metal/metal644.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/plastic/plastic747.jpg,plastic
/kaggle/input/garbage-classification/garbage_classification/metal/metal601.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass705.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass458.jpg,white-glass
/kaggle/input/garbage-classification/garbage_classification/metal/metal769.jpg,metal
/kaggle/input/garbage-classification/garbage_classification/white-glass/white-glass70.jpg,white-glass
